"alt","caption","commentsCount","dimensionsHeight","dimensionsWidth","displayUrl","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","hashtags/21","hashtags/22","hashtags/23","hashtags/24","hashtags/25","hashtags/26","hashtags/27","hashtags/28","hashtags/29","hashtags/30","hashtags/31","hashtags/32","hashtags/33","hashtags/34","hashtags/35","hashtags/36","hashtags/37","hashtags/38","hashtags/39","hashtags/40","hashtags/41","hashtags/42","hashtags/43","hashtags/44","hashtags/45","hashtags/46","hashtags/47","hashtags/48","hashtags/49","hashtags/50","hashtags/51","hashtags/52","hashtags/53","hashtags/54","hashtags/55","hashtags/56","hashtags/57","hashtags/58","hashtags/59","id","likesCount","locationId","locationName","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","mentions/5","mentions/6","mentions/7","mentions/8","mentions/9","mentions/10","mentions/11","mentions/12","mentions/13","mentions/14","mentions/15","mentions/16","mentions/17","mentions/18","mentions/19","mentions/20","mentions/21","mentions/22","ownerId","position","queryTag","shortCode","timestamp","type","url","videoViewCount","#debug/id","#debug/input/directUrls/0","#debug/input/expandOwners","#debug/input/extendOutputFunction","#debug/input/followedByLimit","#debug/input/followingLimit","#debug/input/likedByLimit","#debug/input/maxRequestRetries","#debug/input/proxy/useApifyProxy","#debug/input/resultsLimit","#debug/input/resultsType","#debug/input/scrollWaitSecs","#debug/input/searchLimit","#debug/input/searchType","#debug/limit","#debug/pageType","#debug/postLocationId","#debug/postOwnerId","#debug/scrollWaitSecs","#debug/shortcode","#debug/tagId","#debug/tagName"
"Photo by MAKEUP & HAIR BY HEMA on June 15, 2020. Image may contain: 1 person, closeup","yellow look

Makeup | hairstyles | photography by : @hemas_beauty_zone 
Model : @logesh_sivakumar98
New makeup look 
BEAUTY BEGINS THE DECIDE TO BE YOURSELF . .
.
. .

TOUR BEAUTY GLOWS FROM THE INSIDE OUT.  #stylish #curls #makeup #makeupbyme #makeupforever #makeupoftheday #mackupartist  #makeuplook #prettyface #eyeshadow #palettes #envywear #beautifuleyes #lashes #glitter #positivityonly #positivityiskey #positiveenergy #positivelife #selflove #mindfulness #loveyourself #selfconfidence #selfhelp #personalgrowth #personaldevelopment #selfcare #intentions #wellness #selfcareveryday","1","1350","1080","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/104175507_709284443137653_8904750079418051666_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=pyfOnDiPjmAAX8P60Gy&oh=01edae562bb957b79a303c9bba150754&oe=5F12D03A","stylish","curls","makeup","makeupbyme","makeupforever","makeupoftheday","mackupartist","makeuplook","prettyface","eyeshadow","palettes","envywear","beautifuleyes","lashes","glitter","positivityonly","positivityiskey","positiveenergy","positivelife","selflove","mindfulness","loveyourself","selfconfidence","selfhelp","personalgrowth","personaldevelopment","selfcare","intentions","wellness","selfcareveryday",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332123597144099285","50",,,"hemas_beauty_zone","logesh_sivakumar98",,,,,,,,,,,,,,,,,,,,,,"5822031921","82","prettyface","CBdXg40FInV","2020-06-15T14:20:18.000Z","Image","https://www.instagram.com/p/CBdXg40FInV",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"5822031921","15","CBdXg40FInV","17842339201068466","prettyface"
"Photo by Jenny Brown 🇬🇭🇳🇬🇿🇦 on June 15, 2020. Image may contain: 1 person","Mondays are official.❤
.
.
.
_________________________________
#hypedteens #explorepage #legon #Ghanagram #naija #Accra #unilag #shattawale #unilagbabes #highschool #justiceforgeorgeflyod #ghanaslayqueens #campuslayers #blacklifematters #blackgirlmagic #ghfreshgirls #blackqueen #prettyface #youngteens #explore #glowskin #wizkid #davido #racism #Minneapolis #violence #viralpost #blackisbeautiful #exploremore","1","750","750","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/104121192_692799664606574_5101279676134374517_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=6LpE6uvJfVsAX-EvAVz&oh=94548d083ae2fc0ba7f237e55e11ed3b&oe=5F117A8D","hypedteens","explorepage","legon","Ghanagram","naija","Accra","unilag","shattawale","unilagbabes","highschool","justiceforgeorgeflyod","ghanaslayqueens","campuslayers","blacklifematters","blackgirlmagic","ghfreshgirls","blackqueen","prettyface","youngteens","explore","glowskin","wizkid","davido","racism","Minneapolis","violence","viralpost","blackisbeautiful","exploremore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332122907652119514","85",,,,,,,,,,,,,,,,,,,,,,,,,,"13801505144","83","prettyface","CBdXW2rJ9va","2020-06-15T14:18:56.000Z","Sidecar","https://www.instagram.com/p/CBdXW2rJ9va",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"13801505144","15","CBdXW2rJ9va","17842339201068466","prettyface"
"Photo shared by NGenPhotography- PHOTOGRAPHER on June 15, 2020 tagging @k_gillespie. Image may contain: 1 person, standing","#alldoneup #modeling #modelmagic #model #inkedbabes #inkedmodel #inkedgirls #prettyinink #prettywithink #blondehair #blondebombshell #tats #tattedlife #fashionshoots #fashionlook #fashion #shesgotthelook #beautyindecay #altmodel #dress #dressfashion #indianaphotographer #midwestphotographer #indymodel #indianamodels #prettyface #lovewhatyoumake #altmodel #alternativefashion #enjoy #createandcapture","0","640","640","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/103910698_2697791823802647_6745773428707665340_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=3OClPbi2I9MAX8dqney&oh=b27860e48707aeef4ffa1065c8bead9d&oe=5F12F7C8","alldoneup","modeling","modelmagic","model","inkedbabes","inkedmodel","inkedgirls","prettyinink","prettywithink","blondehair","blondebombshell","tats","tattedlife","fashionshoots","fashionlook","fashion","shesgotthelook","beautyindecay","altmodel","dress","dressfashion","indianaphotographer","midwestphotographer","indymodel","indianamodels","prettyface","lovewhatyoumake","altmodel","alternativefashion","enjoy","createandcapture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332122281985384547","19",,,,,,,,,,,,,,,,,,,,,,,,,,"3626676668","84","prettyface","CBdXNv-gyBj","2020-06-15T14:17:42.000Z","Image","https://www.instagram.com/p/CBdXNv-gyBj",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"3626676668","15","CBdXNv-gyBj","17842339201068466","prettyface"
"Photo by @annoliverjewelry on June 15, 2020. Image may contain: jewelry","Another sweet little necklace ... This one is very different.  A faceted clear quartz crystal is set over a decorated sterling background. Odds are you won’t see something like this in any machine made jewelry or even in hand fabricated jewelry. 😊 ..........
.
.
.
.
.
....... #handfabricatedjewelry #differentjewelry #uniquenecklace #prettynecklace #prettygirls #prettypretty #prettyface #prettysweet #prettydress #prettylittlethings #prettywomen #prettythings #prettyjewelry #quartz #quartzcrystal #quartzjewelry #quartznecklace #clearquartz #crystalquartz #spiritquartz #quartzpendant #annoliverjewelry #jewelrytobuy #jewelryforsale #nashville #nyc #soho #dc #la","2","1080","1080","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/103765027_611468696234064_8200907936934499581_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=FTcVudbMwbcAX96Zwrv&oh=0cc7631912309d10659354c27a6a73e4&oe=5F12765C","handfabricatedjewelry","differentjewelry","uniquenecklace","prettynecklace","prettygirls","prettypretty","prettyface","prettysweet","prettydress","prettylittlethings","prettywomen","prettythings","prettyjewelry","quartz","quartzcrystal","quartzjewelry","quartznecklace","clearquartz","crystalquartz","spiritquartz","quartzpendant","annoliverjewelry","jewelrytobuy","jewelryforsale","nashville","nyc","soho","dc","la",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332120223833831105","13",,,,,,,,,,,,,,,,,,,,,,,,,,"3065094502","85","prettyface","CBdWvzLHrbB","2020-06-15T14:13:36.000Z","Image","https://www.instagram.com/p/CBdWvzLHrbB",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"3065094502","15","CBdWvzLHrbB","17842339201068466","prettyface"
"Photo shared by yngwyldfree3 on June 15, 2020 tagging @caterina_capacci_ballerina. Image may contain: 1 person, shoes and indoor","follow the talented @caterina_capacci_ballerina

#danceisart #danceislife #dancewear #theflexiblequeens #dancergirl #flexible #flexigirl #flexigirls #flexible_people #flexible4girls #gymnastlife #_flexibilitypost_ #gymnasticsshoutouts #livelovedance #newface #newfacemodel #nextdoormodel #teenmodel #teenmodels #world_of_gymnastic #youngmodels #youngandbeautiful #youngtalent #youngtalents #youngdancer #youngdancers #prettyface #balletgirl #balletmodel #ballerinagirl","0","1080","1080","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/103575825_260228405311522_546491424811850183_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=_TN7N06L098AX9ydST_&oh=14647c153ff708a3f969ade7a8bf0b02&oe=5F0F4B6E","danceisart","danceislife","dancewear","theflexiblequeens","dancergirl","flexible","flexigirl","flexigirls","flexible_people","flexible4girls","gymnastlife","_flexibilitypost_","gymnasticsshoutouts","livelovedance","newface","newfacemodel","nextdoormodel","teenmodel","teenmodels","world_of_gymnastic","youngmodels","youngandbeautiful","youngtalent","youngtalents","youngdancer","youngdancers","prettyface","balletgirl","balletmodel","ballerinagirl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332117525342775449","80",,,"caterina_capacci_ballerina",,,,,,,,,,,,,,,,,,,,,,,"32903965324","86","prettyface","CBdWIiAhOiZ","2020-06-15T14:08:15.000Z","Sidecar","https://www.instagram.com/p/CBdWIiAhOiZ",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"32903965324","15","CBdWIiAhOiZ","17842339201068466","prettyface"
"Photo shared by yngwyldfree3 on June 15, 2020 tagging @anfisa_siberia. Image may contain: 1 person","follow the beauty @anfisa_siberia 
#danceisart #danceislife #dancewear #theflexiblequeens #dancergirl #flexible #flexigirl #flexigirls #flexible_people #flexible4girls #gymnastlife #_flexibilitypost_ #gymnasticsshoutouts #livelovedance #newface #newfacemodel #nextdoor #nextdoormodel #teenmodel #teenmodels #world_of_gymnastic #youngmodels #youngandbeautiful #youngtalent #youngtalents #youngdancer #youngdancers #prettyface #prettysmile #preteenbeauty","0","1080","1080","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/104017703_588483162051749_5027621686250153650_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=geK-D4YQgOoAX-Q6QBF&oh=fb4845d674b040ec523de0ec5131256f&oe=5F0F67A1","danceisart","danceislife","dancewear","theflexiblequeens","dancergirl","flexible","flexigirl","flexigirls","flexible_people","flexible4girls","gymnastlife","_flexibilitypost_","gymnasticsshoutouts","livelovedance","newface","newfacemodel","nextdoor","nextdoormodel","teenmodel","teenmodels","world_of_gymnastic","youngmodels","youngandbeautiful","youngtalent","youngtalents","youngdancer","youngdancers","prettyface","prettysmile","preteenbeauty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332116328137615833","103",,,"anfisa_siberia",,,,,,,,,,,,,,,,,,,,,,,"32903965324","87","prettyface","CBdV3HBh-nZ","2020-06-15T14:05:52.000Z","Image","https://www.instagram.com/p/CBdV3HBh-nZ",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"32903965324","15","CBdV3HBh-nZ","17842339201068466","prettyface"
"Photo by Hosea Glorie in Abuja, Nigeria. Image may contain: 1 person, closeup","How simple do u like your makeup 💄?#abujamakeupartist 
#prettyface
#facebeatby@gys_collections
#photoby@goddiz
#hair@portableempire","0","1349","1080","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/103823914_304709197207656_6521666265301380031_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=t2kFFGIjp8EAX-LJJbB&oh=d934ed7dfc3e52c4bfa8ccce05592afc&oe=5F11D8C1","abujamakeupartist","prettyface","facebeatby@gys_collections","photoby@goddiz","hair@portableempire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332116097309261822","12",,,"gys_collections","goddiz","portableempire",,,,,,,,,,,,,,,,,,,,,"36427726377","88","prettyface","CBdVzwDFr_-","2020-06-15T14:05:24.000Z","Image","https://www.instagram.com/p/CBdVzwDFr_-",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"36427726377","15","CBdVzwDFr_-","17842339201068466","prettyface"
"Photo by Glory Echuano Hosea in Abuja, Nigeria. Image may contain: 1 person, closeup","How simple do u like your makeup 💄?#abujamakeupartist 
#prettyface
#facebeatby@gys_collections
#photoby@goddiz
#hair@portableempire","3","1349","1080","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/103823914_304709197207656_6521666265301380031_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=t2kFFGIjp8EAX-LJJbB&oh=d934ed7dfc3e52c4bfa8ccce05592afc&oe=5F11D8C1","abujamakeupartist","prettyface","facebeatby@gys_collections","photoby@goddiz","hair@portableempire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332116070692258065","51",,,"gys_collections","goddiz","portableempire",,,,,,,,,,,,,,,,,,,,,"1253601271","89","prettyface","CBdVzXQl4ER","2020-06-15T14:05:21.000Z","Image","https://www.instagram.com/p/CBdVzXQl4ER",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"1253601271","15","CBdVzXQl4ER","17842339201068466","prettyface"
"Photo by Lizzy ❤ on June 15, 2020. Image may contain: 1 person, standing","Always 😉#prettyface##figure8#
1","2","1350","1080","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/103959395_1466017433584350_6631272878826810684_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=bSicPpFzwlQAX80L096&oh=6e023eb78c96fe16bb862009df4d4312&oe=5F101A9D","prettyface##figure8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332115059302221968","12",,,,,,,,,,,,,,,,,,,,,,,,,,"7074980491","90","prettyface","CBdVkpVDEiQ","2020-06-15T14:03:21.000Z","Sidecar","https://www.instagram.com/p/CBdVkpVDEiQ",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"7074980491","15","CBdVkpVDEiQ","17842339201068466","prettyface"
"Photo by 20_aesthetic_20 on June 15, 2020. Image may contain: one or more people and closeup","#prettyface","0","795","750","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/103605235_2729155574023133_3178068984146888414_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Tbl7VUlsC1wAX83Inh_&oh=d41bb4f8bb7708acae41f18b1c7b3c75&oe=5F121094","prettyface",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332112770975915041","1",,,,,,,,,,,,,,,,,,,,,,,,,,"37096816386","91","prettyface","CBdVDWKK9wh","2020-06-15T13:58:48.000Z","Image","https://www.instagram.com/p/CBdVDWKK9wh",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"37096816386","15","CBdVDWKK9wh","17842339201068466","prettyface"
"Photo by keia👸🏽💕 on June 15, 2020. Image may contain: 2 people, shoes, plant and outdoor","Keep them guessing💯😍
Hair: @luvmehair 
#pretty #prettylittlething #beautiful  #casual #hair #cute #modeling #woman #outdoor #model #prettyface #allwoman #skin #outfits #sassy #classy #onpoint","1","1080","1080","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/103493925_1186653698345607_8932860084397327977_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=UnfbTFoWtwYAX_akaYN&oh=2eff167392a8d1d9d58f9bc15b302f1d&oe=5F1187AC","pretty","prettylittlething","beautiful","casual","hair","cute","modeling","woman","outdoor","model","prettyface","allwoman","skin","outfits","sassy","classy","onpoint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332112505147829602","33",,,"luvmehair",,,,,,,,,,,,,,,,,,,,,,,"2098124613","92","prettyface","CBdU_ellS1i","2020-06-15T13:58:16.000Z","Sidecar","https://www.instagram.com/p/CBdU_ellS1i",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"2098124613","15","CBdU_ellS1i","17842339201068466","prettyface"
"Photo shared by *•.¸♡ 🅳🅸🆅🆈🅰🅽🅺🅰 🅵🅰🅽🅲🅻🆄🅱 ♡¸.•* on June 15, 2020 tagging @divyankatripathidahiya. Image may contain: 1 person","Beauty 😍❤✨
•
•
•
♡ @divyankatripathidahiya 😘♡
▪
▪
▪
▪
▪
{#divyankatripathidahiya#divyankatripathi#Divyanka#slayer#stunner#gorgeous#diva#Gorgeousdt#dashingdiva#fashiondiva#Dt#dtd#DTLicious#babydivz#Mrsdahiya#jaatbahu#biwino1#beautyqueen#queenofmyheart#favouriteforever#favourite#mydoll#prettyface#lovenrespect#divyankatheslayer_}","2","1080","1080","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/103675130_777734109297472_3629615583224978253_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=kQUGK6ThKq4AX_sG_Ch&oh=7b95333c964348dc3bfb6d4c3f14a20f&oe=5F107534","divyankatripathidahiya#divyankatripathi#Divyanka#slayer#stunner#gorgeous#diva#Gorgeousdt#dashingdiva#fashiondiva#Dt#dtd#DTLicious#babydivz#Mrsdahiya#jaatbahu#biwino1#beautyqueen#queenofmyheart#favouriteforever#favourite#mydoll#prettyface#lovenrespect#divyankatheslayer_",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332111980347524232","265",,,"divyankatripathidahiya",,,,,,,,,,,,,,,,,,,,,,,"9789845168","93","prettyface","CBdU311DASI","2020-06-15T13:57:14.000Z","Image","https://www.instagram.com/p/CBdU311DASI",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"9789845168","15","CBdU311DASI","17842339201068466","prettyface"
"Photo by Delana W. in Natural beauty. Image may contain: 1 person, closeup","#jeansimmons #beautiful #style #stil #schoenheit #star #actress #image #amazing #oldhollywood #oldhollywoodglamour #blackandwhite #pretty #prettyface #стиль #мода #звезда #актриса #голивуд #джинсиммонс Bildquelle pinterest.com","0","399","320","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/103666649_259193432000010_4679462521956786440_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=VdJz1CmOmosAX_E73bd&oh=69a26c5465d01f0ccdd2d9e3c72c2278&oe=5F106BCC","jeansimmons","beautiful","style","stil","schoenheit","star","actress","image","amazing","oldhollywood","oldhollywoodglamour","blackandwhite","pretty","prettyface",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332111872460900304","8",,,,,,,,,,,,,,,,,,,,,,,,,,"11577262475","94","prettyface","CBdU2RWgMfQ","2020-06-15T13:57:01.000Z","Image","https://www.instagram.com/p/CBdU2RWgMfQ",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"11577262475","15","CBdU2RWgMfQ","17842339201068466","prettyface"
"Photo by Egidijus on June 15, 2020. Image may contain: 2 people, selfie and closeup","""Sister. She is your mirror, shining back at you."" - Barbara Alpert

MUA: @giedre_makeup

#twopeople #onesoul #sisterslove #sisterspower #womenbeauty #portrait #photography #photoshoot #photographer #instaphoto #brunette #makeup #makeuplook #differentlook #faceart #prettyface #browneyes #blueeyes","0","853","1080","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/103136779_311426966536912_229743307297795789_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=ZUnvd03xRCsAX85e2na&oh=66a500ceeed49a3d8521174cf36a7040&oe=5F111F3F","twopeople","onesoul","sisterslove","sisterspower","womenbeauty","portrait","photography","photoshoot","photographer","instaphoto","brunette","makeup","makeuplook","differentlook","faceart","prettyface","browneyes","blueeyes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2332107413758896685","37",,,"giedre_makeup",,,,,,,,,,,,,,,,,,,,,,,"5525008062","95","prettyface","CBdT1Y3J2ot","2020-06-15T13:48:09.000Z","Image","https://www.instagram.com/p/CBdT1Y3J2ot",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"5525008062","15","CBdT1Y3J2ot","17842339201068466","prettyface"
"Photo by 𝔸𝕟𝕪𝕒 ℙ𝕙𝕠𝕥𝕠𝕘𝕣𝕒𝕡𝕙𝕖𝕣 𝕆𝕕𝕖𝕤𝕤𝕒 on June 15, 2020. Image may contain: one or more people, people sitting, cloud, shoes, sky and outdoor","","4","1350","1080","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/104186947_592389514738764_257484749946826274_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=pezDhV8Jqs0AX9oBYbm&oh=f1725068733c2ea8647d80bba6a57ed2&oe=5F1286D9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2331930005032727126","116",,,,,,,,,,,,,,,,,,,,,,,,,,"1419185229","96","prettyface","CBcrfwHDPJW","2020-06-15T07:55:40.000Z","Image","https://www.instagram.com/p/CBcrfwHDPJW",,"prettyface","https://www.instagram.com/explore/tags/prettyface/","false","($) => { return {} }","0","0","0","10","true","1000","posts","15","1","hashtag","1000","hashtag",,"1419185229","15","CBcrfwHDPJW","17842339201068466","prettyface"
